event_id,event_type,timestamp,location_id,participants_json,attributes_json,synthetic_demo_record
EVT_0618,CrimeOccurrence,2026-10-14T09:59:46,LOC_0073,"['P_04634', 'P_04811', 'P_04737']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0619,CrimeOccurrence,2026-10-15T03:53:41,LOC_0211,"['P_01097', 'P_01200', 'P_01147', 'P_01316', 'P_01188']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0620,CrimeOccurrence,2026-10-17T04:12:37,LOC_0122,"['P_03251', 'P_00730', 'P_01301', 'P_03488', 'P_01788']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0621,CrimeOccurrence,2026-10-17T13:59:54,LOC_0109,"['P_04749', 'P_04595', 'P_04819', 'P_04882', 'P_04926']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0622,CrimeOccurrence,2026-10-20T03:36:46,LOC_0033,"['P_03282', 'P_03063', 'P_03416']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0623,CrimeOccurrence,2026-10-21T20:16:12,LOC_0055,"['P_04431', 'P_04077']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0624,CrimeOccurrence,2026-10-22T04:32:14,LOC_0219,"['P_03026', 'P_03357']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0625,CrimeOccurrence,2026-10-22T22:26:48,LOC_0079,"['P_01221', 'P_04379', 'P_04213']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0626,CrimeOccurrence,2026-10-24T18:22:42,LOC_0240,"['P_01036', 'P_01171', 'P_01430']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0627,CrimeOccurrence,2026-10-25T23:51:58,LOC_0018,"['P_00991', 'P_01500', 'P_01138', 'P_04898', 'P_01340']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0628,CrimeOccurrence,2026-10-26T11:48:43,LOC_0214,"['P_02777', 'P_02651', 'P_02971', 'P_02705', 'P_02538']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0629,CrimeOccurrence,2026-10-28T02:38:59,LOC_0023,"['P_04235', 'P_04112', 'P_04380', 'P_04232', 'P_04069']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0630,CrimeOccurrence,2026-10-28T13:10:00,LOC_0139,"['P_03426', 'P_03173', 'P_03386']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0631,CrimeOccurrence,2026-10-30T00:34:10,LOC_0144,"['P_00726', 'P_00502', 'P_00731']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0632,CrimeOccurrence,2026-11-01T01:50:29,LOC_0134,"['P_01577', 'P_01866']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0633,CrimeOccurrence,2026-11-01T10:00:48,LOC_0202,"['P_00107', 'P_00986', 'P_00636']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0634,CrimeOccurrence,2026-11-02T09:01:12,LOC_0126,"['P_04972', 'P_04962', 'P_02962', 'P_04791']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0635,CrimeOccurrence,2026-11-05T16:48:35,LOC_0136,"['P_03400', 'P_04259']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0636,CrimeOccurrence,2026-11-06T04:41:52,LOC_0111,"['P_01209', 'P_01166', 'P_01378', 'P_01252']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0637,CrimeOccurrence,2026-11-08T04:07:49,LOC_0230,"['P_01726', 'P_01387']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0638,CrimeOccurrence,2026-11-09T05:52:58,LOC_0037,"['P_03195', 'P_03163']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0639,CrimeOccurrence,2026-11-10T16:02:59,LOC_0151,"['P_01809', 'P_01660', 'P_02177']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0640,CrimeOccurrence,2026-11-11T20:36:07,LOC_0142,"['P_00553', 'P_00759', 'P_00943', 'P_00701']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0641,CrimeOccurrence,2026-11-13T19:31:22,LOC_0026,"['P_00963', 'P_00153', 'P_02688', 'P_00483']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0642,CrimeOccurrence,2026-11-14T20:14:16,LOC_0129,"['P_02044', 'P_02477', 'P_04755', 'P_02381', 'P_02086']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0643,CrimeOccurrence,2026-11-17T18:34:00,LOC_0247,"['P_01293', 'P_04033', 'P_00079', 'P_04030', 'P_04500']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0644,CrimeOccurrence,2026-11-18T09:59:32,LOC_0098,"['P_00373', 'P_00182', 'P_00382', 'P_00493', 'P_04956']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0645,CrimeOccurrence,2026-11-20T11:46:03,LOC_0137,"['P_04531', 'P_04794', 'P_04861', 'P_03901']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0646,CrimeOccurrence,2026-11-20T13:50:32,LOC_0130,"['P_01233', 'P_01145', 'P_01165', 'P_01366']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0647,CrimeOccurrence,2026-11-21T16:54:12,LOC_0054,"['P_02365', 'P_02364', 'P_02308', 'P_02190', 'P_02283']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0648,CrimeOccurrence,2026-11-25T01:52:44,LOC_0143,"['P_03066', 'P_00017', 'P_00393', 'P_00011', 'P_00105']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0649,CrimeOccurrence,2026-11-25T17:52:20,LOC_0225,"['P_04005', 'P_04016']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0650,CrimeOccurrence,2026-11-25T23:43:46,LOC_0085,"['P_03675', 'P_03647']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0651,CrimeOccurrence,2026-11-26T02:05:18,LOC_0208,"['P_03169', 'P_04031', 'P_03455']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0652,CrimeOccurrence,2026-11-28T13:30:55,LOC_0175,"['P_01581', 'P_01794', 'P_00792', 'P_01502', 'P_01739']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0653,CrimeOccurrence,2026-11-29T22:50:42,LOC_0248,"['P_02032', 'P_02148', 'P_02324']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0654,CrimeOccurrence,2026-11-30T09:40:16,LOC_0211,"['P_00873', 'P_04545', 'P_04965']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0655,CrimeOccurrence,2026-11-30T16:22:34,LOC_0173,"['P_04210', 'P_04195', 'P_04051', 'P_04190', 'P_04069']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0656,CrimeOccurrence,2026-12-01T03:52:50,LOC_0033,"['P_04819', 'P_04997', 'P_01427']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0657,CrimeOccurrence,2026-12-03T05:09:55,LOC_0158,"['P_02797', 'P_01301', 'P_02296']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0658,CrimeOccurrence,2026-12-06T05:07:10,LOC_0111,"['P_03199', 'P_03499']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0659,CrimeOccurrence,2026-12-08T07:15:00,LOC_0227,"['P_04448', 'P_04073', 'P_04132', 'P_04063', 'P_04342']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0660,CrimeOccurrence,2026-12-09T16:07:59,LOC_0086,"['P_03805', 'P_03678', 'P_03639', 'P_00414']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0661,CrimeOccurrence,2026-12-10T16:38:49,LOC_0057,"['P_01571', 'P_01704', 'P_01644', 'P_01670', 'P_01849']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0662,CrimeOccurrence,2026-12-10T18:46:01,LOC_0122,"['P_04294', 'P_04631', 'P_04657', 'P_04855']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0663,CrimeOccurrence,2026-12-10T19:32:25,LOC_0154,"['P_04584', 'P_01631', 'P_04354']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0664,CrimeOccurrence,2026-12-11T22:01:39,LOC_0250,"['P_03658', 'P_01517']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0665,CrimeOccurrence,2026-12-12T20:23:05,LOC_0015,"['P_01452', 'P_01045']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0666,CrimeOccurrence,2026-12-16T05:38:09,LOC_0218,"['P_04582', 'P_04708']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0667,CrimeOccurrence,2026-12-16T22:06:10,LOC_0099,"['P_01910', 'P_01817']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0668,CrimeOccurrence,2026-12-18T12:04:40,LOC_0007,"['P_00934', 'P_03814', 'P_00830', 'P_00903']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0669,CrimeOccurrence,2026-12-18T16:49:12,LOC_0183,"['P_00842', 'P_00899']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0670,CrimeOccurrence,2026-12-19T07:56:09,LOC_0186,"['P_04233', 'P_04265', 'P_04322', 'P_04268']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0671,CrimeOccurrence,2026-12-20T12:12:13,LOC_0112,"['P_00496', 'P_00274', 'P_00126']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0672,CrimeOccurrence,2026-12-21T03:34:59,LOC_0249,"['P_01329', 'P_01208', 'P_01290', 'P_01386', 'P_01307']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0673,CrimeOccurrence,2026-12-23T02:21:51,LOC_0214,"['P_00470', 'P_00475', 'P_03921']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0674,CrimeOccurrence,2026-12-23T23:35:39,LOC_0189,"['P_01577', 'P_01642', 'P_01776']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0675,CrimeOccurrence,2026-12-24T19:40:04,LOC_0158,"['P_04914', 'P_04999', 'P_04591', 'P_04714']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0676,CrimeOccurrence,2026-12-25T10:27:29,LOC_0178,"['P_01082', 'P_04159', 'P_04275']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0677,CrimeOccurrence,2026-12-26T14:43:14,LOC_0212,"['P_03097', 'P_03200', 'P_03080']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0678,CrimeOccurrence,2026-12-26T19:05:42,LOC_0075,"['P_00246', 'P_00032']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0679,CrimeOccurrence,2026-12-28T01:46:20,LOC_0051,"['P_00102', 'P_00360']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0680,CrimeOccurrence,2026-12-28T23:39:42,LOC_0051,"['P_01428', 'P_01176', 'P_01146', 'P_01940']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0681,CrimeOccurrence,2026-12-29T06:20:10,LOC_0117,"['P_01201', 'P_01125', 'P_01300', 'P_01087', 'P_01379']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0682,CrimeOccurrence,2026-12-29T19:51:22,LOC_0037,"['P_03554', 'P_03528']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0683,CrimeOccurrence,2026-12-30T07:12:08,LOC_0110,"['P_04292', 'P_04308', 'P_04026', 'P_04459', 'P_04056']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0684,CrimeOccurrence,2027-01-02T04:18:15,LOC_0045,"['P_04833', 'P_04812', 'P_00494']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0685,CrimeOccurrence,2027-01-04T04:41:04,LOC_0227,"['P_02321', 'P_02343', 'P_02399']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0686,CrimeOccurrence,2027-01-04T16:09:13,LOC_0207,"['P_00857', 'P_00532', 'P_00768']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0687,CrimeOccurrence,2027-01-04T19:33:01,LOC_0178,"['P_04360', 'P_04394', 'P_04259', 'P_04181', 'P_04079']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0688,CrimeOccurrence,2027-01-05T05:25:55,LOC_0057,"['P_03285', 'P_03077']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0689,CrimeOccurrence,2027-01-05T17:04:47,LOC_0228,"['P_03244', 'P_03153', 'P_03236']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0690,CrimeOccurrence,2027-01-06T02:41:21,LOC_0193,"['P_02072', 'P_02134']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0691,CrimeOccurrence,2027-01-07T16:08:35,LOC_0132,"['P_04784', 'P_04776']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0692,CrimeOccurrence,2027-01-07T22:16:39,LOC_0098,"['P_03798', 'P_03544', 'P_03768', 'P_03622', 'P_03742']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0693,CrimeOccurrence,2027-01-08T11:48:24,LOC_0216,"['P_02942', 'P_02611']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0694,CrimeOccurrence,2027-01-09T19:46:16,LOC_0019,"['P_01522', 'P_01866']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0695,CrimeOccurrence,2027-01-10T14:34:48,LOC_0197,"['P_02609', 'P_02961', 'P_02864', 'P_02698']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0696,CrimeOccurrence,2027-01-13T04:41:41,LOC_0211,"['P_01130', 'P_01319', 'P_01306', 'P_00048']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0697,CrimeOccurrence,2027-01-13T08:42:49,LOC_0059,"['P_00116', 'P_00098', 'P_00431', 'P_00344', 'P_04538']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0698,CrimeOccurrence,2027-01-15T01:16:01,LOC_0081,"['P_04968', 'P_04826', 'P_04713', 'P_04809', 'P_04140']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0699,CrimeOccurrence,2027-01-15T10:59:59,LOC_0143,"['P_04569', 'P_03422', 'P_03201']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0700,CrimeOccurrence,2027-01-17T20:20:33,LOC_0208,"['P_02504', 'P_02840']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0701,CrimeOccurrence,2027-01-18T00:58:47,LOC_0006,"['P_03396', 'P_03488', 'P_03147', 'P_03376', 'P_03153']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0702,CrimeOccurrence,2027-01-19T16:02:29,LOC_0137,"['P_02706', 'P_02765', 'P_02608', 'P_02551', 'P_03959']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0703,CrimeOccurrence,2027-01-20T23:48:37,LOC_0027,"['P_02044', 'P_02218']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0704,CrimeOccurrence,2027-01-21T10:44:31,LOC_0035,"['P_04099', 'P_04157']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0705,CrimeOccurrence,2027-01-21T17:52:12,LOC_0015,"['P_04392', 'P_04386']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0706,CrimeOccurrence,2027-01-22T13:50:16,LOC_0138,"['P_01287', 'P_01108']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0707,CrimeOccurrence,2027-01-28T09:36:40,LOC_0171,"['P_01750', 'P_02817', 'P_01914', 'P_01685']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0708,CrimeOccurrence,2027-01-30T11:19:20,LOC_0071,"['P_04809', 'P_04813', 'P_04842']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0709,CrimeOccurrence,2027-01-31T07:10:25,LOC_0234,"['P_04955', 'P_04987', 'P_04783']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0710,CrimeOccurrence,2027-01-31T09:54:43,LOC_0166,"['P_00321', 'P_00284']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0711,CrimeOccurrence,2027-02-01T07:57:48,LOC_0118,"['P_02485', 'P_02499', 'P_02191', 'P_02262', 'P_02007']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0712,CrimeOccurrence,2027-02-03T15:06:17,LOC_0227,"['P_03151', 'P_03224']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0713,CrimeOccurrence,2027-02-07T01:52:35,LOC_0186,"['P_02020', 'P_02440']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0714,CrimeOccurrence,2027-02-07T05:48:05,LOC_0020,"['P_04819', 'P_04529']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0715,CrimeOccurrence,2027-02-07T15:39:30,LOC_0119,"['P_03199', 'P_03213', 'P_02602', 'P_03360', 'P_03178']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0716,CrimeOccurrence,2027-02-10T18:27:49,LOC_0065,"['P_02072', 'P_03250']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0717,CrimeOccurrence,2027-02-11T15:53:19,LOC_0141,"['P_03780', 'P_01043']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0718,CrimeOccurrence,2027-02-13T09:15:52,LOC_0046,"['P_01065', 'P_01149', 'P_01032', 'P_01196', 'P_00967']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0719,CrimeOccurrence,2027-02-13T23:39:40,LOC_0040,"['P_00636', 'P_00752']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0720,CrimeOccurrence,2027-02-15T01:20:47,LOC_0215,"['P_02255', 'P_04457', 'P_04430']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0721,CrimeOccurrence,2027-02-15T19:04:50,LOC_0154,"['P_01603', 'P_00852', 'P_00738', 'P_00573', 'P_00843']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0722,CrimeOccurrence,2027-02-16T03:18:39,LOC_0005,"['P_03070', 'P_03229', 'P_03066']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0723,CrimeOccurrence,2027-02-16T21:37:11,LOC_0025,"['P_02391', 'P_04206', 'P_00518']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0724,CrimeOccurrence,2027-02-17T07:32:56,LOC_0132,"['P_01438', 'P_01369']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0725,CrimeOccurrence,2027-02-18T07:54:04,LOC_0028,"['P_01635', 'P_01697', 'P_01668', 'P_01774', 'P_01558']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0726,CrimeOccurrence,2027-02-18T08:50:16,LOC_0169,"['P_00046', 'P_00099', 'P_00416', 'P_00217', 'P_00219']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0727,CrimeOccurrence,2027-02-18T10:26:16,LOC_0106,"['P_00102', 'P_00360']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0728,CrimeOccurrence,2027-02-20T12:17:32,LOC_0154,"['P_04489', 'P_02031', 'P_04219']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0729,CrimeOccurrence,2027-02-21T05:37:01,LOC_0227,"['P_01089', 'P_01339', 'P_01067', 'P_04302']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0730,CrimeOccurrence,2027-02-23T16:31:50,LOC_0005,"['P_03689', 'P_03950']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0731,CrimeOccurrence,2027-02-23T17:48:14,LOC_0181,"['P_04399', 'P_04370', 'P_04283']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0732,CrimeOccurrence,2027-02-25T17:45:56,LOC_0194,"['P_02531', 'P_02844', 'P_02667']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0733,CrimeOccurrence,2027-02-26T13:52:48,LOC_0053,"['P_02478', 'P_02197', 'P_02390']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0734,CrimeOccurrence,2027-02-27T17:01:01,LOC_0165,"['P_03617', 'P_03631', 'P_03534', 'P_03636']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0735,CrimeOccurrence,2027-02-27T21:22:11,LOC_0217,"['P_02412', 'P_02299']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0736,CrimeOccurrence,2027-02-28T23:59:23,LOC_0134,"['P_00275', 'P_00443', 'P_00411']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0737,CrimeOccurrence,2027-03-01T03:20:26,LOC_0014,"['P_04124', 'P_04159']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0738,CrimeOccurrence,2027-03-02T01:49:32,LOC_0213,"['P_00893', 'P_00881', 'P_00752']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0739,CrimeOccurrence,2027-03-04T12:34:02,LOC_0063,"['P_03492', 'P_03045', 'P_03130', 'P_03051', 'P_03485']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0740,CrimeOccurrence,2027-03-05T02:32:30,LOC_0021,"['P_03821', 'P_03673', 'P_03646']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0741,CrimeOccurrence,2027-03-06T07:18:38,LOC_0111,"['P_03743', 'P_03767', 'P_03857', 'P_03890', 'P_03964']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0742,CrimeOccurrence,2027-03-07T13:41:48,LOC_0040,"['P_00074', 'P_00438', 'P_00297', 'P_00163', 'P_01502']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0743,CrimeOccurrence,2027-03-08T12:07:35,LOC_0019,"['P_03990', 'P_03716', 'P_03765', 'P_03944']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0744,CrimeOccurrence,2027-03-11T13:07:57,LOC_0241,"['P_00274', 'P_00106', 'P_00250', 'P_00236']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0745,CrimeOccurrence,2027-03-11T14:59:24,LOC_0227,"['P_04820', 'P_04784']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0746,CrimeOccurrence,2027-03-14T21:14:44,LOC_0163,"['P_01868', 'P_02038', 'P_01592', 'P_01926', 'P_03844']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0747,CrimeOccurrence,2027-03-16T08:46:24,LOC_0236,"['P_03443', 'P_03312', 'P_03131', 'P_01565', 'P_03157']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0748,CrimeOccurrence,2027-03-18T09:33:58,LOC_0242,"['P_00283', 'P_00495', 'P_00232']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0749,CrimeOccurrence,2027-03-18T15:34:17,LOC_0198,"['P_01166', 'P_01323']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0750,CrimeOccurrence,2027-03-19T10:30:28,LOC_0213,"['P_04009', 'P_04344', 'P_04227']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0751,CrimeOccurrence,2027-03-20T09:06:56,LOC_0225,"['P_03136', 'P_03180', 'P_03349', 'P_03357']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0752,CrimeOccurrence,2027-03-21T03:46:27,LOC_0239,"['P_04691', 'P_04539', 'P_04661', 'P_03647']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0753,CrimeOccurrence,2027-03-23T07:19:25,LOC_0179,"['P_01440', 'P_01037', 'P_01380', 'P_01018', 'P_00837']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0754,CrimeOccurrence,2027-03-23T14:30:05,LOC_0048,"['P_03663', 'P_03548', 'P_03531']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0755,CrimeOccurrence,2027-03-25T02:03:18,LOC_0192,"['P_00704', 'P_00697', 'P_00904', 'P_00709', 'P_00545']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0756,CrimeOccurrence,2027-03-25T17:26:13,LOC_0022,"['P_00895', 'P_00723', 'P_00536']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0757,CrimeOccurrence,2027-03-25T23:20:12,LOC_0016,"['P_03813', 'P_01924', 'P_00717', 'P_01556', 'P_01901']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0758,CrimeOccurrence,2027-03-26T07:57:07,LOC_0097,"['P_00794', 'P_03135', 'P_00097']",{'mo_family': 'VEHICLE_THEFT_RING'},True
EVT_0759,CrimeOccurrence,2027-03-26T10:44:29,LOC_0210,"['P_03981', 'P_03926', 'P_03776', 'P_03767', 'P_03821']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0760,CrimeOccurrence,2027-03-26T16:20:41,LOC_0012,"['P_03177', 'P_00469', 'P_00096', 'P_00199']",{'mo_family': 'CYBER_FRAUD_CALL_CENTER'},True
EVT_0761,CrimeOccurrence,2027-03-28T12:34:28,LOC_0177,"['P_00211', 'P_00300']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0762,CrimeOccurrence,2027-03-30T08:37:09,LOC_0001,"['P_03877', 'P_03624', 'P_03703', 'P_03788', 'P_03814']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0763,CrimeOccurrence,2027-04-03T14:45:20,LOC_0060,"['P_00137', 'P_00045', 'P_00375', 'P_00272']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0764,CrimeOccurrence,2027-04-03T18:35:10,LOC_0220,"['P_00895', 'P_01617', 'P_00667', 'P_00812']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0765,CrimeOccurrence,2027-04-05T17:18:16,LOC_0223,"['P_04979', 'P_04974', 'P_02931']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0766,CrimeOccurrence,2027-04-06T11:19:28,LOC_0128,"['P_04139', 'P_04230']",{'mo_family': 'NARCOTICS_COURIER_NETWORK'},True
EVT_0767,CrimeOccurrence,2027-04-06T15:23:12,LOC_0124,"['P_03953', 'P_03558', 'P_03825']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0768,CrimeOccurrence,2027-04-08T06:24:13,LOC_0184,"['P_00727', 'P_00733']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0769,CrimeOccurrence,2027-04-08T22:06:09,LOC_0237,"['P_01667', 'P_03446', 'P_01653', 'P_01806']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0770,CrimeOccurrence,2027-04-09T16:21:33,LOC_0088,"['P_01834', 'P_04770']",{'mo_family': 'CHAIN_SNATCHING'},True
EVT_0771,CrimeOccurrence,2027-04-09T22:41:29,LOC_0030,"['P_03644', 'P_03580', 'P_03679']",{'mo_family': 'EXTORTION_RACKET'},True
EVT_0772,CrimeOccurrence,2027-04-10T11:56:47,LOC_0245,"['P_00952', 'P_00557', 'P_01739', 'P_00715']",{'mo_family': 'ATM_CARD_SKIMMING'},True
EVT_0773,CrimeOccurrence,2027-04-11T07:23:44,LOC_0134,"['P_01639', 'P_01850', 'P_01896', 'P_01556', 'P_01970']",{'mo_family': 'EXTORTION_RACKET'},True
